"table","section","group_label","characteristic","gender","metric","value"
"Table 4b","Proportion of persons (%)","Persons","Total Persons","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",1.7
"Table 4b","Proportion of persons (%)","Persons","Total Persons","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",1.6
"Table 4b","Proportion of persons (%)","Persons","Total Persons","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",1.5
"Table 4b","Proportion of persons (%)","Persons","Total Persons","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",1.6
"Table 4b","Proportion of persons (%)","Persons","Total Persons","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",2.5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",3.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",3.3
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",3.5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",3.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",3.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","New South Wales","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",2.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",2.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",2.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Victoria","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",2.3
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",2.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",2.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",2.2
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Queensland","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",3.3
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",3.8
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",4.2
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",3.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",3.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","South Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",3.2
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",3.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",3
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",3.6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",3.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",3.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",3.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",3.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Western Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",4.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",4.3
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",4.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",4.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",4.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",4.2
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",4.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",4.3
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Tasmania","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",5.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",6.2
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",6
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",4.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",4.7
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",6.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",6.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Northern Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",4.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",5.5
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",4.4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",6.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",5.9
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",5.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",4.1
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",4
"Table 4b","Proportion of persons (%)","State or territory of usual residence","Australian Capital Territory","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",1.4
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",1.5
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",1.4
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",1.4
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",1.5
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",1.3
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",1.6
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",1.5
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",1.7
"Table 4b","Proportion of persons (%)","Remoteness area","Major cities","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.8
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",1.8
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2.4
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.9
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",3.3
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",3.3
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",3.6
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",2.1
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",5.4
"Table 4b","Proportion of persons (%)","Remoteness area","Inner regional","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",5.4
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",4.5
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",4.5
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",5.7
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",5.8
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",6
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",5.9
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",5.1
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",4.8
"Table 4b","Proportion of persons (%)","Remoteness area","Outer regional and remote","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",1.6
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",1.5
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",1.8
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",1.8
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",1.7
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",2.1
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",1.9
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",1.8
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",1.8
"Table 4b","Proportion of persons (%)","Country of birth","Born in Australia","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.2
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",2.1
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2.4
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.2
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",1.8
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",2.2
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",3
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",2.1
"Table 4b","Proportion of persons (%)","Country of birth","Born overseas","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",1.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",1.6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",1.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",2.3
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",2.2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",1.8
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",2.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Employed","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",4.3
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",3.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",3.4
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",3.5
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",4.2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",4.6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",4.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",4.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Managers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.5
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",2.4
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.3
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",2.3
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",2.2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",2.6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",3.7
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Professionals","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",4.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",4.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",5.3
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",5
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",4.7
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",4.6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",4.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",4.2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",4.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Technicians and Trade Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",4.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",6.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",5.4
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",6.6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",6
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",5.7
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",5.1
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",6.3
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",5.5
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Community and Personal Service Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",3.8
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",4.9
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",3.7
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",4.2
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",3.8
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",3.8
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",4
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",4
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",5
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Clerical and Administrative Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4b","Proportion of persons (%)","Labour force status and Occupation","Sales Workers","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",5.2
